-1.717266,0.696944,-0.852272,-0.679014,0.957262,0.000000
1.573063,-1.579024,-0.467124,1.528075,0.677441,0.000000
-1.002201,0.885406,0.136604,-0.994055,1.580880,0.000000
-0.739893,0.608302,0.653108,0.214912,1.351239,1.000000
-0.423901,1.441819,-1.421286,0.088270,0.718975,1.000000
1.533950,-0.103781,1.560255,0.127514,-0.679320,0.000000
0.947427,0.654468,0.331027,1.176081,1.480564,0.000000
0.112308,-0.358175,-0.136026,-1.652915,0.514160,0.000000
-0.756051,-0.885237,1.649252,-0.144099,1.423732,0.000000
-0.699687,1.346521,0.229389,-0.470735,-1.267126,0.000000
-1.634543,0.008073,0.402835,0.251261,-1.250535,0.000000
0.736493,-0.183348,0.681075,-1.272190,1.711327,0.000000
-0.459640,0.922798,-0.565178,-0.036436,-0.499087,0.000000
-0.087442,-0.047192,-1.502377,0.147035,0.536388,0.000000
0.468552,0.004901,0.945812,-0.612144,0.118964,0.000000
-1.270262,1.286672,-1.111204,1.402870,1.565792,1.000000
0.446141,-0.440788,-0.878136,1.180008,0.308754,0.000000
-1.571029,0.088353,-0.873724,-0.476766,0.171792,0.000000
1.435423,-1.509248,-0.102900,0.151671,0.071773,0.000000
-0.560200,0.137145,1.075197,-0.806629,1.387235,0.000000
1.345547,-0.596161,0.148766,0.198612,-0.518950,0.000000
-0.862978,-0.489803,-0.564777,-0.107568,1.223573,0.000000
-1.569846,-0.946183,0.777163,-1.037096,0.920778,0.000000
1.364681,-0.505651,-0.126032,-0.642682,-0.792232,0.000000
0.434026,-1.326827,1.663937,-1.599147,-0.259225,0.000000
0.978088,1.345059,-0.217876,-1.589389,0.800039,0.000000
0.941606,0.784417,0.829981,0.132873,-1.077757,0.000000
-1.646020,-1.179370,-0.443415,-0.704213,-0.004676,0.000000
0.938115,-0.726692,0.049313,-0.129054,1.158612,0.000000
-1.701632,0.711679,1.089886,1.072773,0.212708,1.000000
1.118144,1.146454,-0.547024,-1.028829,-0.954059,0.000000
-0.144925,0.847333,-0.085096,-0.819674,-0.761644,0.000000
1.270155,-0.655699,-0.318382,0.979659,0.899302,0.000000
0.030988,0.044896,0.790344,1.316035,1.569531,0.000000
1.428725,0.531322,1.156152,-1.414621,1.590677,0.000000
1.138898,0.266115,1.248640,1.385653,0.649357,0.000000
0.148792,0.557833,-1.167830,1.195025,1.462804,1.000000
1.118620,-0.005078,1.466249,0.408980,-0.428654,0.000000
-0.361790,1.174024,1.664737,0.765955,1.574584,1.000000
